MAHS,Toan,Van,NgoaiNgu
53012259,8.2,6.25,4.2
53006021,9,8,4.6
53006656,7,6.25,4.4
53000611,5.8,7,2
53001806,8.2,7.25,4.2
53011950,7.2,6.75,3.6
53010096,8.2,8.5,5.4
53001963,6.6,6.5,4.4
53004358,7.8,6.75,2.6
53001165,8,7.25,6.8
53006324,7.6,6.75,3.6
53011524,7.4,6.5,3.6
53010625,5.8,5.5,4.4
53006263,7.6,6.75,4.2
53002363,8.8,7,5.4
53000589,7.4,7.25,6
53003771,7.2,6.5,4.2
53009469,7.6,7.75,4.2
53006343,7.6,6.5,4
53009945,8.8,7.25,4.8
53000649,4.4,6.5,3
53012058,6.6,7.5,4.4
53001964,8.6,6.5,3.4
53014020,7.4,8.25,4.8
53002813,5.4,5.25,4.2
53013806,7.6,7.75,5
53003700,6.4,5.75,2.4
53007967,8.8,7.75,5
53012133,5.8,6.5,3.4
53001756,8.6,8.25,7.4
53013395,6.4,6.5,5.2
53006318,7.4,7,3.6
53012393,7.4,6.25,4.8
53011614,8,6,3.8
53003130,7.8,5.75,5
53005211,7.4,4.75,3.8
53005253,7.2,6.25,2.8
53012343,7.6,7,4
53012136,6.2,8,4.4
53004098,4.2,6.25,3.4
53013423,8.6,7.75,6
53005715,7.6,7.25,5.8
53012427,7.4,6.5,3.8
53003300,8,5.75,7.8
53010182,8,7.25,6
53008351,4,6.92,4.6
53009624,9,8.5,6.6
53012736,8.8,7.25,7
53001533,8.8,7.75,5
53007184,9.4,9,9
53010791,6.2,6,3.8
53006257,8.4,9,7
53013587,8,7.5,5.2
53002409,7.6,6,2.4
53011862,9,8.75,7.2
53005017,7.2,5.5,4.4
53002184,7.8,9,5.6
53004565,7.8,7.75,4.6
53010521,8.6,7.5,6.8
53001158,4.8,5.5,4
53011048,7.6,7.5,5.2
53003552,7,6.75,5
53008867,5.4,8,3
53010257,5.2,7,3.2
53002394,5.4,7.5,2.2
53004071,5.2,6,3.8
53009527,8.2,8.5,6.6
53007310,8.4,8,7
53009716,7,7.75,3.6
53008700,8.2,8.25,5.2
53006042,7.6,7.5,3.6
53008721,9,6.5,6
53006721,6.8,6.75,2.2
53002575,7.4,6.5,3.4
53004661,6.8,7,3.4
53013379,8.4,5.75,7.2
53000273,5.6,7.5,4.2
53000383,7,6.5,4
53002805,6.6,7,4.4
53010197,6.2,5,4.4
53010067,6.6,7.5,2.6
53011511,7.2,7.5,4.4
53003231,6.8,5.5,2
53000422,6.6,7,4.8
53007515,8.8,6.75,7
53008332,5.8,7,2.8
53003505,7.4,7.75,5.8
53009742,7.2,7.25,7
53003979,7.2,6.25,3
53002245,7.6,7.5,4.8
53006840,5.6,5.5,2
53000680,7.8,6.25,5
53002417,7,6,3.6
53003139,7.2,7.25,4.2
53004307,6.8,6.25,2.6
53009843,4.4,6.5,4.6
53014032,8,7,5.8
53011074,6.2,8.25,4.8
53001542,5.8,7,3.6
53007201,8.2,6.25,6
53005148,7.2,6.5,4.2
53008725,7.4,5.5,2.6
53005410,9.6,8.5,6.4
53000240,7.4,7.25,5.4
53014087,6.2,6.25,2.8
53013778,8.6,7.75,7
53012336,7.4,6.5,4.2
53011098,7.6,7.25,3.4
53001287,8.2,7.25,5.8
53011022,7.2,6.25,2.6
53010817,5.6,6.75,3.8
53008872,7.4,8.5,9.8
53003821,5.8,7,4.4
53010809,6.4,5.75,4
53008755,6.6,6.25,2.2
53007684,7.6,7,5
53009537,9,7.5,4.4
53013136,5.6,7.5,4.8
53004962,8.6,6.25,4.4
53012855,9,8.25,8.2
53013634,6.8,6.75,4.4
53003885,7,7.25,3.6
53001212,4.6,6.75,4.4
53003570,8.2,6.5,5.6
53001095,8,7,5.2
53004654,6.4,6.75,2.2
53009329,8,6.25,3.6
53008410,7.8,6.25,6.2
53005935,8.2,7,4
53006909,3.2,6,3
53007693,8.8,7.5,5.6
53005851,7.6,6.75,3.6
53003672,7.8,6,4.8
53002874,6.6,6,2.4
53006321,8.6,6.5,5.4
53004599,7,7.5,3
53008315,6.8,5.25,4.8
53013050,4,5.75,6
53011367,7.2,6.75,3.8
53011408,7.4,7.25,5.2
53005915,5.8,6.25,4.2
53000007,6.4,5,4.6
53000260,7.8,8.25,6.6
53005284,7.8,7.25,6
53002338,6.6,5.75,4.2
53006397,7.8,6,2.6
53001646,8.6,7.75,3.6
53003109,7.8,5.5,4.8
53005899,7.2,7,4.2
53010609,5.6,6.25,6.6
53004655,5.6,6,2.4
53003634,7.6,7.75,8.6
53009976,9.4,9.25,8
53009119,8.2,7,3.8
53006542,8,7,5
53005986,7.4,7.5,4.2
53005926,7.6,7,6.4
53000035,7.6,8,7
53005119,8.4,7.25,5.8
53004064,7,6.5,5.4
53009357,7.4,5.5,3.8
53005742,7.6,6.25,5.8
53007817,5.2,7,8
53010365,5.8,6,5.2
53004514,7.8,5.75,2.8
53008431,6.8,8.75,6.2
53008961,8.8,5.5,8.4
53011697,8.4,6.5,4.4
53008325,6.4,6.75,5.6
53008610,9.2,6.25,4.4
53012468,9.4,7.5,7
53006425,7.4,4.75,3.6
53005496,5,6.75,4
53006724,3.8,6.5,2.2
53003730,7.4,7,5.8
53003610,7.8,8.25,5.8
53001537,6.2,6.75,6.4
53002430,6.2,6.5,3.4
53004229,5,6,2.6
53003296,5,7.25,5.4
53004128,6.4,7,3
53000894,4.2,6,3.4
53003871,8.8,7.25,7.8
53008373,7.2,5.75,4.8
53010080,8.4,7.92,7.6
53006726,6.8,7,2.4
53002439,7,5.92,3
53013286,7.2,7.25,4.2
53006836,3.2,5,2
53005717,8.6,8,7
53004137,5.6,4.5,1.6
53013954,8.8,7.75,6.8
53007938,8.6,7,4.2
53013822,5.8,6.75,5.2
53003106,7.8,6.75,4.8
53007065,8.6,7.25,5.8
53000311,9.8,7.75,6.8
53010173,8,7.5,7
53011103,8.2,8.25,6.2
53005172,8.2,8.25,7.2
53012556,8.8,8.25,8.8
53011553,9.2,6.5,5.2
53003254,8.8,6,5
53014167,7.6,7,4.8
53011911,6,7.5,3.6
53000281,8.6,8.25,7.8
53012352,7.8,8.25,4
53010492,7.6,6.75,3
53000393,6.2,6.75,4
53005113,7.8,4.25,2.6
53002804,8.2,8.5,4
53000044,7.8,7,4.6
53008103,6,6.25,3
53006817,7.2,4.25,3.4
53004236,7.2,7,3.6
53002419,5.2,7.25,2.2
53005071,4.4,6.5,3.2
53002333,6.2,7.5,4
53009105,7.6,7,3
53014270,6.8,6.5,6.6
53010916,6.2,6.25,2.6
53003234,8.8,7.5,5
53008659,8.2,6.25,5.8
53008109,6.8,5.25,4.2
53007928,8,7,6.2
53009583,9.2,8,6.2
53010130,5.8,6,3.2
53002728,7.8,7.25,5.8
53005201,6.4,6.5,4.2
53011035,7.8,7.25,6
53011288,8.8,7.5,6.6
53003207,8.8,7,6.6
53011361,7.4,6.75,5
53007711,8.4,7.5,6.4
53002542,8.2,6,3.8
53008365,7.8,4.5,5
53000474,8,7.75,5.2
53009061,7.6,6.25,5
53008977,9.4,5.25,8.2
53008254,7.4,6.75,7.2
53011080,6.8,7.25,3.6
53011370,8.8,7.75,4.2
53000229,9.6,6,6.4
53004933,7.2,5.75,4.8
53002916,7.6,7,4.6
53012465,8,6,5.6
53013251,7.8,5.75,5
53006140,7.8,7.75,5.6
53007491,8,8.5,6.4
53014079,7.6,8,6.4
53004050,8.6,8.25,6
53011143,7.4,8.75,6.6
53007630,8.8,8.5,5.4
53000359,8,8.5,5.8
53000469,5.8,5.5,3
53008026,7.6,7.25,3.6
53012265,8.6,7.5,4.8
53003562,5.4,7,4
53009713,8.4,8,7
53006266,8,7.25,3.6
53003913,7.8,7,4.6
53002654,7,7.5,4.6
53003676,8.2,6.75,4.2
53007409,9.4,7.25,3.6
53005831,8.8,8,7.2
53004099,5.4,7.75,4.8
53000969,6.4,6.75,3
53012209,5.4,2.75,1.8
53004849,4.4,6.25,2.2
53001680,8.4,8.5,8.8
53009203,7.8,6.5,5.2
53008211,6,7,6.4
53007182,8,8.25,6
53007429,8,6.5,7.4
53012924,6.2,7.25,4.2
53011001,8.6,7.25,5.8
53011928,8.2,7.5,3.6
53007221,8.6,7.25,5.8
53009582,8.6,8.5,5.8
53013732,9.8,7,5.4
53013858,7.4,7,3.6
53005300,7.2,6.75,4.4
53001295,5.6,6.25,4.8
53005411,7.8,6.5,6
53007292,8.4,6,8.8
53006720,6,3.75,3.4
53011014,8,8,5.8
53005151,8.6,7.25,5.4
53013643,8.4,8,7.8
53006217,8.2,8.25,5.4
53007509,8,8,6.8
53012974,8,7.75,7.4
53014026,4.8,5.75,4.4
53011786,8.2,8.5,6.4
53011876,8.2,6.5,5.2
53009570,9,8.25,5.2
53009971,9,8.5,8.2
53000351,7,7,3.8
53012851,9,6.75,8.6
53012801,7.6,8,5.2
53006997,8,8.75,7.8
53004557,5,5.25,2.2
53008871,9.2,8.75,7.4
53000212,6.8,7.5,5.4
53001105,6.4,6.5,3.6
53000604,7.8,5.75,3.4
53010012,6.2,6.92,2.8
53001402,6.8,7.75,4.8
53011236,6.8,7,2.8
53013193,7.6,4.75,3.6
53012878,7.6,5.75,7
53005138,4.6,6.75,3.2
53006057,9.4,7.75,7.2
53006682,3,4.25,2.4
53013187,7.8,6.25,2
53011313,6.8,7,4.2
53010398,7.8,7.75,5.2
53001090,7.6,7,4
53009188,7,6,3.8
53005528,6.8,7,3.4
53002965,8,7.25,4.6
53002226,7.6,8.25,4.2
53013952,8,6.75,3.6
53001536,6.2,7.75,5.2
53004048,7,7,5.2
53010400,7,7.5,3.6
53000384,8.4,6.5,5
53004621,8.4,6,5
53001334,8,6.75,4.8
53014135,6,7.25,2.8
53013574,8,6.25,3
53005547,8.2,6.5,6.2
53008483,6.4,6,3.8
53006308,8.2,6.25,5.8
53004215,8.2,7.25,4.8
53002217,7.8,6.75,4.6
53000713,6.6,5.75,3.8
53000173,8.4,7,4.8
53002336,4.4,6,2.6
53005339,7.8,6.75,5
53010758,8,6.75,3.4
53010232,7,6.25,3.6
53009764,8,7.75,4.8
53010543,9.6,9.25,7.4
53013427,8.4,7.5,5.8
53007499,8.8,7.75,8.8
53009407,6.2,7,3.2
53000317,5.2,6,4.8
53012850,6.8,6.25,3
53007642,8.2,8.25,5.4
53000256,8.8,8,5.8
53004669,7.8,6.5,4.6
53000412,8.8,7,7.8
53007007,8.6,8.08,5.2
53003613,8,7.25,6.8
53009890,8.4,7.75,6.4
53010282,7.8,7.75,4.2
53012945,6.2,7.5,3.4
53010964,9,7.25,5.4
53005754,5,7.25,3
53007250,8.4,8,7.2
53000155,8.4,6.75,5.2
53002458,7.8,7.5,2.4
53010852,6.8,6.25,4.2
53011612,7.4,6,4.4
53012712,5.8,6.75,2.8
53005225,6.2,7.5,2.4
53007952,6.4,6,5.2
53008090,6.4,7.25,5
53002974,8.4,7.5,5
53012938,8.8,8.5,8
53008072,8.4,6,4
53007373,7.6,8.25,5.2
53011952,8,7,4.8
53013917,6,4,3.4
53014235,8.2,6.75,3.8
53014001,8.6,7.5,5.4
53012563,8.2,6.75,4.4
53006075,7.6,7.5,5.6
53002734,7.2,6.75,3.6
53002210,6,6.75,3
53012688,7.4,7.5,4.8
53010075,7.6,6.25,6.8
53007778,8.6,6,3.2
53002550,7,3.75,2.8
53003936,8.2,7,8.6
53004664,7,5.5,2.6
53003866,5.6,7.75,4.6
53002830,8.8,5.5,3.2
53004467,6.2,7,2.8
53002158,7.2,5,5
53011731,7.4,8.5,5.6
53004441,6.2,6.75,3.6
53009514,8.2,7.5,5.2
53011308,6.6,7.25,5.8
53013014,7.4,7.75,5.6
53007354,8.8,8.25,3.2
53000676,7.8,7.75,4.2
53008585,9.4,5.75,7
53013058,7,7.5,4
53000068,9,8,5.4
53001589,5.8,7,3.6
53011209,9.2,6.5,6.8
53002067,8.4,6.25,5.6
53009122,7,7.25,4.6
53006312,9.6,7,7
53000603,7.4,7.25,5.6
53003515,6.2,8.5,6.8
53001856,7.4,7.75,6
53003189,6.4,7.75,7
53005569,8.8,7.5,4.8
53006222,5.6,5.5,3.4
53002775,8.4,7,2.8
53000797,7,5.5,4.2
53013760,8,7,4.8
53011592,5.8,7.75,5.4
53011698,6.4,6.25,3.4
53005605,8.4,6.25,5.8
53004274,8.4,7.5,3.8
53012891,6.8,6.75,4.6
53005340,8,7,7.6
53002653,7,7,4
53005475,7.8,6,3.4
53002012,7.6,7,2.6
53010239,7,5,4
53005853,8.6,8.25,6.8
53012847,8,8,4.8
53008087,8.4,6.5,4.6
53001371,7,7,4.8
53011803,6.8,7,2.4
53008974,8.2,6.5,7.2
53004841,4.8,4.25,3.6
53012362,9.2,7.25,8
53000973,5.8,5.75,3.4
53012713,7.2,5.5,4.8
53012292,8.8,8.25,7
53007986,7.4,6.75,5.6
53010578,7.6,7.25,5.6
53012488,8.8,7,6.2
53002238,7.8,6.5,3.2
53008071,8.2,7,4.8
53003881,8.2,6.5,2.6
53001055,8.8,7,6
53008262,7.6,7.25,4
53009673,8.4,7.75,8.2
53005427,9,7.25,3.8
53002579,7.4,6.5,3.2
53006173,7.2,7.25,3
53011847,5.4,6.25,4.8
53011746,8,7.5,6.2
53011195,4.8,6,4
53004848,6.4,5.75,3.8
53010259,7.2,6.5,5
53004060,6.8,5,3.4
53008865,8,5.75,3.4
53003666,6.2,5.75,3.4
53004796,6.8,5.5,4.2
53009836,6.8,7,5
53013499,8.6,8,8.4
53000344,8.6,8.5,9.8
53001938,7.8,8.5,6.2
53013091,7.8,6.5,6
53003759,7.6,6.75,6.6
53003703,7.2,7.5,5.4
53002598,6.2,5.5,1.2
53014109,7.8,8,6.6
53005243,7.4,5.5,4.6
53007653,8.8,7.25,8.4
53013231,4.6,5.25,3
53004692,6.8,5.75,4.4
53008337,7.2,7.75,3.8
53008210,6.4,6.25,4.6
53009769,4.8,6.75,4
53006143,6.2,7.5,5.2
53002713,8.4,7,4.4
53001924,7.8,6,5.2
53004237,7,8,5.2
53001622,7.2,8,5.6
53004068,4,5.75,3.6
53003247,7.8,7.75,6.4
53006330,7.6,6.75,5
53011307,8,7.75,5
53005513,7,6.75,4.2
53005246,8.2,6.5,3.4
53009593,8.8,8,8.4
53000380,8.2,7.5,5.4
53014096,7.8,7.5,4.6
53002670,7.4,5.25,4.2
53009339,6.8,6.75,4
53005964,8.8,6.25,5.6
53004196,5.8,5,3
53008795,9.2,7.25,6.2
53013906,8.2,7.5,4.2
53013776,7.2,7.5,4.6
53014199,6.6,6.5,5.6
53006018,8,7.25,3.2
53007776,6.2,6,5.8
53002231,4.8,5.5,4.4
53009575,4.4,6.5,3.6
53003557,8,8.75,6.2
53007436,7.8,7.5,7.2
53000021,6.8,8,6
53006600,7.8,7.75,5.2
53009623,8.2,6.25,4.8
53004572,6.6,8.75,4.2
53006196,6.4,7.5,3.2
53013591,7.2,7.25,7
53001308,7.8,6,5.4
53013555,7.4,7,5
53013166,5.4,7.75,2.2
53011171,8.4,6.5,4
53005329,7.6,7.25,4.2
53003460,7.8,6.5,5
53000089,5.6,5.75,3.6
53012055,7.2,7.75,4
53012721,7.8,7.25,5.6
53002455,5.4,5.75,4.6
53014218,6.4,6.75,3.8
53008595,8.6,8.75,8.8
53013652,9.2,8,6.2
53009573,7.8,7,4.4
53004058,8,7.75,5.8
53012769,8.4,4.5,4
53010099,7.8,8.42,6.6
53006502,9,8.5,8.6
53008619,8,5.75,5.4
53010501,5.8,5.25,3.2
53012396,8.4,6,3.2
53011228,7.6,6.75,4
53006622,6.6,5.75,4.2
53013726,6.8,5.5,4.6
53013333,8,8.25,5.2
53004057,8.6,6.75,7.8
53005611,6.2,6.75,3.6
53008770,9,7.75,9.4
53007676,8.4,7.5,8
53006182,6.8,6.75,3.2
53004622,5.4,4.75,1.6
53007185,8.6,7.5,8.2
53001365,7.6,7,6.4
53012029,3.2,6,3.8
53002516,4.2,7,6
53007864,4,6.25,3.6
53003719,8.2,8,5.4
53001433,8.2,6.75,4.8
53013267,6.2,4.75,4.8
53011796,7.6,5.17,3.6
53009221,6.6,5.75,3.8
53003955,8.2,7,5.2
53008868,8.6,9,6.4
53006954,6.2,6.75,3.4
53003723,7,7.25,3.8
53013885,6.2,7.5,5.2
53000075,6.4,8.25,5.6
53013401,8.2,6.75,5.2
53003844,8,7,3.2
53006408,5.8,6,2.8
53012795,7.6,7.5,5.4
53004451,7.2,7.25,4.2
53010888,4.6,6.25,2.4
53008739,9.2,8.75,8.6
53007242,9,7.5,7.8
53003492,7.8,7.5,5.6
53011431,5.2,6.5,3.8
53005218,8,7,4.4
53013353,9.2,7.5,4
53012903,8.2,7.5,8.2
53007825,6.4,6.75,5.4
53001050,7,6.75,4.6
53002672,6.2,7,3.2
53013894,5,5.25,4.2
53001246,6.6,6.5,5
53010210,5.6,6,3.6
53013998,7.2,6,2.8
53012061,7.4,8.17,4
53005963,6.2,7,2.8
53012254,6,7,3.2
53012252,8.2,8,4.2
53010696,6.8,6,3.2
53005626,7.6,5.5,3.8
53003978,8,7.25,6.4
53010482,8,7.25,5.2
53007467,8,7.5,4.8
53005843,8.2,7.75,6.8
53004896,7.4,5.75,4
53007953,7.4,4.75,6.4
53008263,7.2,7.5,4.8
53000999,6.4,6.5,3.6
53011670,6.2,7.75,4.8
53012400,5.6,8,5.2
53004569,7.2,7.25,5.4
53010596,6.2,6,3.8
53009106,8,6,4.4
53010675,5.4,7,3
53003750,7.4,6.25,3.4
53013089,6.4,6,3
53002779,8,7,6.4
53012044,7.2,7.75,6
53004697,4.4,5.25,3.4
53003087,7.4,7.25,4.4
53013759,8,5,5
53008126,7.4,6.5,4.4
53013580,6.8,8,4.6
53003864,8.6,7,5.8
53005655,7.6,4.5,4.4
53007722,7.8,8.25,6.8
53004032,7.6,7.25,5.4
53003414,8.8,6.5,7.8
53008597,8.6,7.5,8.4
53012756,8.8,7.25,8
53005972,6,7.75,2.4
53010076,6,7.25,4.8
53010565,4.2,5.5,2.6
53009659,7.4,8,3.8
53000025,7,7.25,6.2
53005259,7.6,6.5,4.6
53008402,8,7,6.2
53003311,7.4,6.5,4.2
53002432,4.4,6.83,3.6
53008494,8.8,6.75,6.8
53002304,6.6,7.25,2
53006556,6.6,6.5,3
53004559,4.2,4.92,3
53012415,9,7.5,7.6
53002228,4.2,5,2.8
53005844,8.8,7.25,8.2
53004940,4.8,6.5,4.4
53007404,9.4,8.25,7.8
53002306,6.8,6.5,3.8
53009485,8.8,7.75,6.4
53004566,7.6,7.5,6.4
53010865,6,7.25,4.2
53011338,9.4,8,6.8
53002420,5.6,8.25,2.6
53007246,8.6,7.5,7.2
53006005,6.2,7,1.6
53005672,7.6,4,2.6
53003218,8.4,4.5,4.2
53002632,6.8,4.75,3.4
53004823,7,5.75,3
53007200,9,6.5,9
53006759,8,7.5,4.8
53005060,5.6,4.5,4.8
53001228,8,8,6.6
53005898,7,7,4
53004339,7.8,7,5.2
53004392,8.4,8.5,5.6
53013005,6.6,7.25,3.4
53003317,6.6,8,5.4
53000267,7.2,7.5,3.4
53013931,7.2,5.75,3.6
53013474,8,9,6.4
53009135,7.6,7,3
53006437,7,7,4.2
53000126,7.4,8,4.6
53007173,8.4,7,5.2
53003609,7.4,8.5,6.8
53007963,6.4,5.42,4.8
53004478,8,6.75,3.6
53011306,7.8,8.5,5.6
53012052,7.2,8.25,6
53005745,7.6,8.25,2.8
53000569,9.6,7.25,6.6
53000336,7.8,8.25,4.4
53003140,7.2,7.75,2
53001691,8.2,5.75,6.2
53012402,8,7.5,5.8
53010807,6.4,6.58,3
53013774,8,8.5,5.4
53005451,9,7.75,7.4
53009401,7,8.5,5.8
53008317,7.2,6.25,4.6
53011665,7.6,7.75,6.2
53007287,8.6,7.5,5.4
53011915,9,4.75,3.4
53004970,6.2,6.5,2.8
53001379,8.8,7,5.8
53003168,8,7,3.6
53013519,6.8,8,5
53002145,8.6,8.25,7.6
53007382,8,8.25,6
53010037,9.2,8.5,8.8
53001811,8.8,8,4.6
53012643,7.6,6.75,7.4
53005920,8.8,6,7.8
53000610,6.2,6.75,3.6
53000803,7.6,7.5,4.8
53002030,7.6,8.25,5.6
53003417,8.2,8.25,6.4
53000465,7.6,7.25,3.4
53005502,8.6,7.5,5.4
53007929,7,8,6.6
53013804,7.2,6,4.6
53000470,8,8,5.2
53002100,5.6,6.75,2.6
53012825,7.2,7.75,4
53013297,8.8,7.5,5.4
53011949,5.2,7,2.6
53013601,7.6,7,4.6
53011343,8.4,6.75,7.2
53004108,7.2,6,4
53012176,7.6,8,5.4
53001007,8.2,7,5.4
53002702,6,7.5,4.8
53008310,5.2,7.25,4
53006360,6.2,5.25,1.6
53009898,7.4,6.75,4.6
53003423,7.2,7.25,5.8
53006982,8.4,7,6.2
53001275,8.4,6,6.6
53000710,8.4,6.25,7.2
53010444,7,6,4
53013311,8.2,7,4
53010930,7.2,8,2
53003840,7.8,8,4.4
53003076,7.4,7.25,7.4
53007597,8,6.75,5.6
53000304,9,7.25,8.8
53002392,4.8,6.25,3.4
53014250,7.6,6.25,3.8
53004905,9,7.25,4.4
53006696,4.8,4.75,3.2
53013789,7.4,8,4.6
53000777,7.4,6.25,4.2
53000028,7.4,8.75,6.4
53010911,5.6,7.5,3.2
53005526,7,5.75,2.6
53003318,7.2,7.5,3.8
53007072,8.6,9,8.4
53004033,4.6,7,2.6
53001705,8.6,7,5.6
53009928,8.6,8.25,5.8
53005217,7.4,6,3.8
53013670,6.4,7.5,2.8
53009242,7,7,3.4
53004018,7,7.5,6.6
53000096,5.8,6.75,5.2
53008065,6.8,7,6.2
53013638,7.2,5.25,4.6
53008918,8.8,6.25,8.6
53007545,9,8,7
53008480,7.2,6.75,3.2
53014293,6.8,5.75,4.8
53001618,8.8,7.75,3.8
53011131,8,8.08,6.4
53005924,7.2,5.5,4.8
53013118,3.6,4,2.4
53006466,9,6.75,7.2
53004319,7.4,6.75,5.4
53008915,9,5.25,7.6
53009447,7,6.75,4.6
53002062,7.6,6.5,3.2
53012429,7.6,6.75,5.2
53005512,5.6,4.75,3.2
53000433,7,6.75,5.6
53000477,6.6,7.25,5
53011909,7.8,7,6.6
53000785,8.4,8,5.6
53001184,5.2,5.5,4.4
53013160,5.2,5.25,2.8
53000557,8.2,7.25,7
53011830,7.6,8.5,6.4
53009472,4,7.25,3.6
53001032,6.2,6.75,3.4
53000040,9.2,7.75,8.2
53003684,8,7.25,5.8
53003648,8.2,6.75,6.2
53010818,7.2,7,4.4
53002418,4.8,5.25,2.6
53010030,7.4,7.5,5.8
53013434,7.6,5.75,3.6
53005661,7.6,7,4.4
53000182,8,6.25,4.6
53011651,7.2,6.25,3.6
53003608,8,8.25,6.8
53011829,7.4,8,5
53012381,9,6.5,6.6
53002785,4.8,6.5,4.6
53005062,6,6.25,3
53002151,8,8,5.2
53008124,8,7,6.6
53013836,7.8,7,5.8
53008045,7,7.75,4.4
53001131,6.8,6.75,4.4
53005807,4.6,7,3.2
53010175,8.4,8.25,6.6
53008338,6,7.75,6
53011271,7.4,6.25,4.2
53012054,6.6,6.75,3.2
53000046,8,6.5,3.2
53000377,7.8,8,4.8
53004359,5.4,7.75,2.6
53011041,8,9,7.4
53012068,6.6,7.25,4.4
53009835,7.2,7.5,4
53003361,9.2,9,4.6
53009321,7.6,7,4
53007475,8.4,8.25,6.4
53014152,8.2,8.5,8
53003900,6.6,5.25,2.4
53004313,6.8,6.75,3.8
53013535,8,8,6
53009521,8.4,6,5
53002818,5.8,5.75,5.4
53014273,4.6,5.75,4
53007790,6.8,7,6.8
53003592,8,6.75,5
53011300,8.8,5,5
53005095,3.4,5,2.4
53011954,5.4,7,4.2
53000228,7,5.75,5.2
53008529,8.4,8.5,8.6
53010230,8,7.25,5
53009003,8.4,6.5,5.8
53007216,8.2,6.75,9.2
53010951,7.4,5.75,3.4
53004770,8.2,7.25,6
53005535,6.2,6.75,6
53006150,8.6,8.5,6.2
53002216,8,6.5,4.4
53004029,6.6,4.5,5
53008057,7.8,7.25,5.6
53003995,7,5.25,4.4
53005283,7.6,7.5,6.4
53011418,7.6,7.75,3.4
53011702,6.8,5.25,3.4
53009761,7.8,7.25,6
53000315,4.4,7.25,6
53008298,7.2,7.75,5.8
53011903,6.2,8,4
53003623,7.4,8.5,5.4
53013797,6.8,7,4.4
53007704,9.4,8.25,7.2
53007595,9,7.5,6.4
53009763,8.6,7.75,7
53005065,5.2,4.5,3.4
53008233,9,6,6.8
53000115,5,7,4.4
53002486,4,5.75,2.4
53000074,6,7.75,5.2
53002291,6.2,4.75,2.6
53004012,7.6,7.25,3.8
53001002,6.6,7.5,2.6
53009723,3.4,6.75,3.4
53006313,6.8,7.75,5.8
53004541,7.2,6.5,5.2
53012863,6.6,5.75,4.4
53002866,8.4,7.25,5.6
53007768,7.8,5.5,4.8
53012518,8,5.5,8
53010088,8.4,9.5,8
53009994,9,6.5,7.8
53001511,4.2,5.25,4
53010378,7.4,5,6
53006190,8.4,7,4.8
53004542,7.6,6.5,3.8
53007469,8,7.75,5.6
53004666,7.4,8,6.2
53011235,9.2,7.25,5.4
53013609,9,6.75,8
53001649,7.2,7.25,7.6
53007264,9,8,5.8
53006596,8,6.5,4.2
53002834,6.4,7.25,4.8
53002249,7.8,5,3.2
53003008,6,6,3
53006322,8.8,7,8.4
53007391,8.8,7.5,6.2
53013021,8.4,4.25,4.4
53012237,8.4,8.25,6.2
53005215,6.8,7.25,4.2
53005522,7.4,6.75,5.8
53006435,8.4,8.5,8
53011636,7.2,7,4.6
53007508,8.8,8.75,8.4
53000276,6,7.75,4.4
53013611,7,7,5
53006067,5.8,6.5,1.8
53011339,7.6,7.25,3.8
53007468,8.4,7.5,5.6
53008803,9,5.25,5.8
53009820,7.6,7,6.4
53011312,8.4,6.5,4.6
53008320,4.6,6.75,2.2
53014230,5.8,7.75,3.4
53000091,8,6.75,3.2
53009018,3.6,5.5,1.8
53013366,8.8,7,5.2
53013428,6,7,3.8
53004745,8.2,6,3.2
53006233,9,6.75,5.6
53004914,8.2,7.5,5.6
53003472,7,7.25,5.8
53002373,6.4,6.25,1.8
53008960,7.6,8,8.4
53013849,7.6,4.5,4
53006124,7.6,7,5.8
53009564,8,8.5,7.4
53011051,8.8,6.75,5.4
53007957,5.8,7,4.6
53005891,9,4.58,6.4
53011344,7.2,8,6.2
53013772,7.6,8,5.6
53012165,9.4,7.75,6.6
53010437,7.6,5.75,4
53000130,6.4,8.75,6.4
53005664,6.6,6,3.2
53003499,8.2,6.25,7.4
53003251,6.6,7,5.4
53012444,8,7.75,6.4
53006506,8.8,7.75,4.2
53012861,9,8,5
53006493,8,7,7.4
53009629,7.4,5.75,5.2
53007755,9,9,8.8
53005483,8.2,6,7
53005202,8.4,8,5.2
53009797,8.4,8,7
53012687,6,4.5,4.8
53002444,7.4,7.25,3
53001001,6.2,7.75,5
53004487,7.2,4.5,3
53003911,6.4,6.5,4
53005450,6.4,7,3
53003863,7.8,9,6
53007269,8,8,7.8
53005606,6.8,5.75,2.4
53000049,4.6,5.75,3.4
53007495,7.8,8,5.4
53003974,6.8,6.75,4.2
53013437,8,7.25,3.2
53011884,6,7.5,5.4
53009022,8,7.75,5.4
53002503,3.8,6.75,2.8
53003548,8.2,7.25,6
53011568,6,5,3.6
53001162,5,5.25,3
53005200,8.4,7.5,5
53012331,8,6.5,5.2
53003302,8,7.25,5.6
53011807,8,7.25,3.8
53008558,8.4,5.25,6.6
53000496,6.8,6.75,4.8
53014264,8.6,7,5.8
53003992,8.8,7.25,4
53004726,8.4,7.75,3.6
53009926,8.4,7.5,4.2
53006126,5,6,4
53003650,7.4,8,4
53002525,8,6,2.8
53004489,8.6,6.75,2.4
53001436,8.8,8.5,6
53002481,6,5.75,3.4
53002185,8.4,6.75,6
53010507,7.2,6,3.8
